idinfo;smartphonename;price;ram;rom;cpu;cameranumber;camera;selfie;battery;displaysize;ref;cpuclock;displayres;provider;os
1;"Samsung Galaxy S8";15990000;"4 GB";"64 GB";"Exynos 8895 8 nhân 64-bit";2;"12 MP";"8 MP";"3000 mAh";"5.8";https://www.thegioididong.com/dtdd/samsung-galaxy-s8;"4 nhân 2.3 GHz và 4 nhân 1.7 GHz";"2K+ (1440 x 2960 Pixels)";TGDD;"Android Nougat"
2;"iPhone X 256GB Sliver";34790000;"3 GB";"256 GB";"Apple A11 Bionic 6 nhân";3;"2 camera 12 MP";"7 MP";"2716 mAh";"5.8";https://www.thegioididong.com/dtdd/iphone-x-256gb;"2.39 GHz";"1125 x 2436 Pixels";TGDD;iOS
3;"iPhone X 256GB Gray";34790000;"3 GB";"256 GB";"Apple A11 Bionic 6 nhân";3;"2 camera 12 MP";"7 MP";"2716 mAh";"5.8";https://www.thegioididong.com/dtdd/iphone-x-256gb-gray;"2.39 GHz";"1125 x 2436 Pixels";TGDD;iOS
4;"iPhone X 64GB Silver";29990000;"3 GB";"64 GB";"Apple A11 Bionic 6 nhân";3;"2 camera 12 MP";"7 MP";"2716 mAh";"5.8";https://www.thegioididong.com/dtdd/iphone-x-64gb;"2.39 GHz";"1125 x 2436 Pixels";TGDD;iOS
5;"iPhone X 64GB Gray";29990000;"3 GB";"64 GB";"Apple A11 Bionic 6 nhân";3;"2 camera 12 MP";"7 MP";"2716 mAh";"5.8";https://www.thegioididong.com/dtdd/iphone-x-64gb-gray;"2.39 GHz";"1125 x 2436 Pixels";TGDD;iOS
6;"iPhone 8 Plus Red 256GB (Đỏ)";28790000;"3 GB";"256 GB";"Apple A11 Bionic 6 nhân";3;"2 camera 12 MP";"7 MP";"2691 mAh";"5.5";https://www.thegioididong.com/dtdd/iphone-8-plus-do-256gb;"2 nhân 2.1 GHz Monsoon và 4 nhân 2.1 GHz Mistral";"Full HD (1080 x 1920 pixels)";TGDD;iOS
7;"iPhone 8 256GB";25790000;"2 GB";"256 GB";"Apple A11 Bionic 6 nhân";2;"12 MP";"7 MP";"1821 mAh";"4.7";https://www.thegioididong.com/dtdd/iphone-8-256gb;"2 nhân 2.1 GHz Monsoon và 4 nhân 2.1 GHz Mistral";"HD (1334 x 750 Pixels)";TGDD;iOS
8;"Samsung Galaxy S9+ 128GB Hoàng Kim";24490000;"6 GB";"128 GB";"Exynos 9810 8 nhân 64 bit";3;"2 camera 12 MP";"8 MP";"3500 mAh";"6.2";https://www.thegioididong.com/dtdd/samsung-galaxy-s9-plus-128gb-vang-dong;"4 nhân 2.8 GHz & 4 nhân 1.7 GHz";"2K+ (1440 x 2960 Pixels)";TGDD;"Android Oreo"
9;"Samsung Galaxy S9+ 128GB";24490000;"6 GB";"128 GB";"Exynos 9810 8 nhân 64 bit";3;"2 camera 12 MP";"8 MP";"3500 mAh";"6.2";https://www.thegioididong.com/dtdd/samsung-galaxy-s9-plus-128gb;"4 nhân 2.8 GHz & 4 nhân 1.7 GHz";"2K+ (1440 x 2960 Pixels)";TGDD;"Android Oreo"
10;"iPhone 8 Plus 64GB";23990000;"3 GB";"64 GB";"Apple A11 Bionic 6 nhân";3;"2 camera 12 MP";"7 MP";"2691 mAh";"5.5";https://www.thegioididong.com/dtdd/iphone-8-plus;"2 nhân 2.1 GHz Monsoon và 4 nhân 2.1 GHz Mistral";"Full HD (1080 x 1920 pixels)";TGDD;iOS
11;"iPhone 8 Plus Red 64GB (Đỏ)";23990000;"3 GB";"64 GB";"Apple A11 Bionic 6 nhân";3;"2 camera 12 MP";"7 MP";"2691 mAh";"5.5";https://www.thegioididong.com/dtdd/iphone-8-plus-do;"2 nhân 2.1 GHz Monsoon và 4 nhân 2.1 GHz Mistral";"Full HD (1080 x 1920 pixels)";TGDD;iOS
12;"Samsung Galaxy S9+ 64GB";23490000;"6 GB";"64 GB";"Exynos 9810 8 nhân 64 bit";3;"2 camera 12 MP";"8 MP";"3500 mAh";"6.2";https://www.thegioididong.com/dtdd/samsung-galaxy-s9-plus;"4 nhân 2.8 GHz & 4 nhân 1.7 GHz";"2K+ (1440 x 2960 Pixels)";TGDD;"Android Oreo"
13;"Samsung Galaxy S9+ 64GB (Xanh san hô)";23490000;"6 GB";"64 GB";"Exynos 9810 8 nhân 64 bit";3;"2 camera 12 MP";"8 MP";"3500 mAh";"6.2";https://www.thegioididong.com/dtdd/samsung-galaxy-s9-plus-64gb-xanh-san-ho;"4 nhân 2.8 GHz & 4 nhân 1.7 GHz";"2K+ (1440 x 2960 Pixels)";TGDD;"Android Oreo"
14;"iPhone 7 Plus 128GB";22990000;"3 GB";"128 GB";"Apple A10 Fusion 4 nhân 64-bit";3;"2 camera 12 MP";"7 MP";"2900 mAh";"5.5";https://www.thegioididong.com/dtdd/iphone-7-plus-128gb;"2.3 GHz";"Full HD (1080 x 1920 pixels)";TGDD;iOS
15;"Samsung Galaxy Note 8";22490000;"6 GB";"64 GB";"Exynos 8895 8 nhân 64-bit";3;"2 camera 12 MP";"8 MP";"3300 mAh";"6.3";https://www.thegioididong.com/dtdd/samsung-galaxy-note8;"4 nhân 2.3 GHz và 4 nhân 1.7 GHz";"2K+ (1440 x 2960 Pixels)";TGDD;"Android Nougat"
16;"iPhone 8 64GB";20990000;"2 GB";"64 GB";"Apple A11 Bionic 6 nhân";2;"12 MP";"7 MP";"1821 mAh";"4.7";https://www.thegioididong.com/dtdd/iphone-8-64gb;"2 nhân 2.1 GHz Monsoon và 4 nhân 2.1 GHz Mistral";"HD (1334 x 750 Pixels)";TGDD;iOS
17;"iPhone 8 Red 64GB (Đỏ)";20990000;"2 GB";"64 GB";"Apple A11 Bionic 6 nhân";2;"12 MP";"7 MP";"1821 mAh";"4.7";https://www.thegioididong.com/dtdd/iphone-8-do;"2 nhân 2.1 GHz Monsoon và 4 nhân 2.1 GHz Mistral";"HD (1334 x 750 Pixels)";TGDD;iOS
18;"iPhone 7 Plus 32GB";19990000;"3 GB";"32 GB";"Apple A10 Fusion 4 nhân 64-bit";3;"2 camera 12 MP";"7 MP";"2900 mAh";"5.5";https://www.thegioididong.com/dtdd/iphone-7-plus;"2.3 GHz";"Full HD (1080 x 1920 pixels)";TGDD;iOS
19;"Huawei P20 Pro";19990000;"6 GB";"128 GB";"Hisilicon Kirin 970 8 nhân";4;"40 MP, 20 MP và 8 MP (3 camera)";"24 MP";"4000 mAh";"6.1";https://www.thegioididong.com/dtdd/huawei-p20-pro;"4 nhân 2.4 GHz Cortex-A73 & 4 nhân 1.8 GHz Cortex-A53";"Full HD+ (1080 x 2244 Pixels)";TGDD;"Android Oreo"
20;"Samsung Galaxy S9";19990000;"4 GB";"64 GB";"Exynos 9810 8 nhân 64 bit";2;"12 MP";"8 MP";"3000 mAh";"5.8";https://www.thegioididong.com/dtdd/samsung-galaxy-s9;"4 nhân 2.8 GHz & 4 nhân 1.7 GHz";"2K+ (1440 x 2960 Pixels)";TGDD;"Android Oreo"
21;"Sony Xperia XZ2";19990000;"4 GB";"64 GB";"Snapdragon 845 8 nhân";2;"19 MP";"5 MP";"3180 mAh";"5.7";https://www.thegioididong.com/dtdd/sony-xperia-xz2;"4 nhân 2.8 GHz Kryo & 4 nhân 1.8 GHz Kryo";"Full HD+ (1080 x 2160 Pixels)";TGDD;"Android Oreo"
22;"Samsung Galaxy S8 Plus";17990000;"4 GB";"64 GB";"Exynos 8895 8 nhân 64-bit";2;"12 MP";"8 MP";"3500 mAh";"6.2";https://www.thegioididong.com/dtdd/samsung-galaxy-s8-plus;"4 nhân 2.3 GHz và 4 nhân 1.7 GHz";"2K+ (1440 x 2960 Pixels)";TGDD;"Android Nougat"
23;"iPhone 7 32GB";15990000;"2 GB";"32 GB";"Apple A10 Fusion 4 nhân 64-bit";2;"12 MP";"7 MP";"1960 mAh";"4.7";https://www.thegioididong.com/dtdd/iphone-7;"2.3 GHz";"HD (1334 x 750 Pixels)";TGDD;iOS
24;"Samsung Galaxy S8";15990000;"4 GB";"64 GB";"Exynos 8895 8 nhân 64-bit";2;"12 MP";"8 MP";"3000 mAh";"5.8";https://www.thegioididong.com/dtdd/samsung-galaxy-s8;"4 nhân 2.3 GHz và 4 nhân 1.7 GHz";"2K+ (1440 x 2960 Pixels)";TGDD;"Android Nougat"
25;"Samsung Galaxy A8+ (2018)";13490000;"6 GB";"64 GB";"Exynos 7885 8 nhân 64-bit";3;"16 MP";"16 MP và 8 MP";"3500 mAh";"6";https://www.thegioididong.com/dtdd/samsung-galaxy-a8-plus-2018;"2 nhân 2.2 GHz Cortex-A73 & 6 nhân 1.6 GHz Cortex-A53";"Full HD+ (1080 x 2220 Pixels)";TGDD;"Android Nougat"
26;"iPhone 6s Plus 32GB";12990000;"2 GB";"32 GB";"Apple A9 2 nhân 64-bit";2;"12 MP";"5 MP";"2750 mAh";"5.5";https://www.thegioididong.com/dtdd/iphone-6s-plus-32gb;"1.8 GHz";"Full HD (1080 x 1920 pixels)";TGDD;iOS
27;"iPhone 6s 32GB";12490000;"2 GB";"32 GB";"Apple A9 2 nhân 64-bit";2;"12 MP";"5 MP";"1715 mAh";"4.7";https://www.thegioididong.com/dtdd/iphone-6s-32gb;"1.8 GHz";"HD (1334 x 750 Pixels)";TGDD;iOS
28;"Sony Xperia XZ1";11990000;"4 GB";"64 GB";"Qualcomm Snapdragon 835 8 nhân 64-bit";2;"19 MP";"13 MP";"2700 mAh";"5.2";https://www.thegioididong.com/dtdd/sony-xperia-xz1;"4 nhân 2.45 GHz Kryo & 4 nhân 1.9 GHz Kryo";"Full HD (1080 x 1920 pixels)";TGDD;"Android Oreo"
29;"Samsung Galaxy A8 (2018)";10990000;"4 GB";"32 GB";"Exynos 7885 8 nhân 64-bit";3;"16 MP";"16 MP và 8 MP";"3000 mAh";"5.6";https://www.thegioididong.com/dtdd/samsung-galaxy-a8-2018;"2 nhân 2.2 GHz Cortex-A73 & 6 nhân 1.6 GHz Cortex-A53";"Full HD+ (1080 x 2220 Pixels)";TGDD;"Android Nougat"
30;"OPPO F7 128GB";9990000;"6 GB";"128 GB";"MediaTek Helio P60 8 nhân 64-bit";2;"16 MP";"25 MP";"3400 mAh";"6.23";https://www.thegioididong.com/dtdd/oppo-f7-128gb;"2.0 GHz";"Full HD+ (1080 x 2280 Pixels)";TGDD;"ColorOS Android"
31;"Sony Xperia XZ Dual";9990000;"3 GB";"64 GB";"Snapdragon 820 4 nhân 64-bit";2;"23 MP";"13 MP";"2900 mAh";"5.2";https://www.thegioididong.com/dtdd/sony-xperia-xz;"2 nhân 2.15 GHz Kryo & 2 nhân 1.6 GHz Kryo";"Full HD (1080 x 1920 pixels)";TGDD;"Android Nougat"
32;"Bphone 2017";9790000;"3 GB";"32 GB";"Snapdragon 625 8 nhân 64-bit";2;"16 MP";"8 MP";"3000 mAh";"5.5";https://www.thegioididong.com/dtdd/bkav-bphone-2;"2.0 GHz";"Full HD (1080 x 1920 pixels)";TGDD;"BOS Android"
33;"Samsung Galaxy A6+ (2018)";8990000;"4 GB";"32 GB";"Qualcomm Snapdragon 450 8 nhân 64-bit";3;"16 MP và 5 MP (2 camera)";"24 MP";"3500 mAh";"6";https://www.thegioididong.com/dtdd/samsung-galaxy-a6-plus-2018;"1.8 GHz";"Full HD+ (1080 x 2220 Pixels)";TGDD;"Android Oreo"
34;"Nokia 7 plus";8990000;"4 GB";"64 GB";"Qualcomm Snapdragon 660 8 nhân";3;"12 MP và 13 MP (2 camera)";"16 MP";"3800 mAh";"6";https://www.thegioididong.com/dtdd/nokia-7-plus;"4 nhân 2.2 GHz Kryo 260 & 4 nhân 1.8 GHz Kryo 260";"Full HD+ (1080 x 2160 Pixels)";TGDD;"Android Oreo"
35;"Samsung Galaxy C9 Pro";8990000;"6 GB";"64 GB";"Snapdragon 653 8 nhân 64-bit";2;"16 MP";"16 MP";"4000 mAh";"6.0";https://www.thegioididong.com/dtdd/samsung-galaxy-c9-pro;"4 nhân 1.95 GHz và 4 nhân 1.40 GHz";"Full HD (1080 x 1920 pixels)";TGDD;"Android Marshmallow"
36;"HTC U Ultra";8990000;"4 GB";"64 GB";"Qualcomm Snapdragon 821 4 nhân 64-bit";2;"12 MP";"16 MP";"3000 mAh";"Chính: 5.7", phụ: 2.05";https://www.thegioididong.com/dtdd/htc-u-ultra;"2 nhân 2.15 GHz Kryo & 2 nhân 1.6 GHz Kryo";"2K (1440 x 2560 pixels)";TGDD;"Android Nougat"
37;"OPPO F7";7990000;"4 GB";"64 GB";"MediaTek Helio P60 8 nhân 64-bit";2;"16 MP";"25 MP";"3400 mAh";"6.23";https://www.thegioididong.com/dtdd/oppo-f7;"2.0 GHz";"Full HD+ (1080 x 2280 Pixels)";TGDD;"ColorOS Android"
38;"Vivo V9";7990000;"4 GB";"64 GB";"Snapdragon 626 8 nhân 64-bit";3;"16 MP và 5 MP (2 camera)";"24 MP";"3260 mAh";"6.3";https://www.thegioididong.com/dtdd/vivo-v9;"2.2 GHz";"Full HD+ (1080 x 2280 Pixels)";TGDD;"Android Oreo"
39;"Vivo V9 Special Edition";7990000;"4 GB";"64 GB";"Snapdragon 626 8 nhân 64-bit";3;"16 MP và 5 MP (2 camera)";"24 MP";"3260 mAh";"6.3";https://www.thegioididong.com/dtdd/vivo-v9-special-edition;"2.2 GHz";"Full HD+ (1080 x 2280 Pixels)";TGDD;"Android Oreo"
40;"Motorola Moto Z2 Play";7990000;"4 GB";"64 GB";"Snapdragon 626 8 nhân 64-bit";2;"12 MP";"5 MP";"3000 mAh";"5.5";https://www.thegioididong.com/dtdd/motorola-moto-z2-play;"2.2 GHz";"Full HD (1080 x 1920 pixels)";TGDD;"Android Nougat"
41;"iPhone 6 32GB";7490000;"1 GB";"32 GB";"Apple A8 2 nhân 64-bit";2;"8 MP";"1.2 MP";"1810 mAh";"4.7";https://www.thegioididong.com/dtdd/iphone-6-32gb-gold;"1.4 GHz";"HD (1334 x 750 Pixels)";TGDD;iOS
42;"OPPO F5 6GB";7490000;"6 GB";"64 GB";"Mediatek Helio P23 8 nhân 64-bit";2;"16 MP";"20 MP";"3200 mAh";"6.0";https://www.thegioididong.com/dtdd/oppo-f5-6gb;"2.5 GHz";"Full HD+ (1080 x 2160 Pixels)";TGDD;"ColorOS Android"
43;"Motorola Moto X4";7490000;"4 GB";"64 GB";"Qualcomm Snapdragon 630 8 nhân";3;"12 MP và 8 MP (2 camera)";"16 MP";"3000 mAh";"5.2";https://www.thegioididong.com/dtdd/motorola-moto-x4;"2.2 GHz";"Full HD (1080 x 1920 pixels)";TGDD;"Android Nougat"
44;"Samsung Galaxy J7+";7290000;"4 GB";"32 GB";"Mediatek Helio P25 Lite 8 nhân";3;"13 MP và 5 MP (2 camera)";"16 MP";"3000 mAh";"5.5";https://www.thegioididong.com/dtdd/samsung-galaxy-j7-plus;"4 nhân 2.39 GHz & 4 nhân 1.69 GHz";"Full HD (1080 x 1920 pixels)";TGDD;"Android Nougat"
45;"Samsung Galaxy A6 (2018)";6990000;"3 GB";"32 GB";"Exynos 7870 8 nhân 64-bit";2;"16 MP";"16 MP";"3000 mAh";"5.6";https://www.thegioididong.com/dtdd/samsung-galaxy-a6-2018;"1.6 GHz";"HD+ (720 × 1480 Pixels)";TGDD;"Android Oreo"
46;"Huawei Nova 3e";6990000;"4 GB";"64 GB";"HiSilicon Kirin 659 8 nhân";3;"16 MP và 2 MP (2 camera)";"16 MP";"3000 mAh";"5.84";https://www.thegioididong.com/dtdd/huawei-nova-3e;"4 nhân 2.36GHz + 4 nhân 1.7GHz";"Full HD+ (1080 x 2280 Pixels)";TGDD;"Android Oreo"
47;"Oppo F5";6990000;"4 GB";"32 GB";"Mediatek Helio P23 8 nhân 64-bit";2;"16 MP";"20 MP";"3200 mAh";"6.0";https://www.thegioididong.com/dtdd/oppo-f5;"2.5 GHz";"Full HD+ (1080 x 2160 Pixels)";TGDD;"ColorOS Android"
48;"Nokia 6 new 64GB";6990000;"4 GB";"64 GB";"Qualcomm Snapdragon 630 8 nhân";2;"16 MP";"8 MP";"3000 mAh";"5.5";https://www.thegioididong.com/dtdd/nokia-6-new-64gb;"2.2 GHz";"Full HD (1080 x 1920 pixels)";TGDD;"Android Oreo"
49;"Sony Xperia XA1 Ultra";6990000;"4 GB";"64 GB";"Mediatek Helio P20";2;"23 MP";"16 MP";"2700 mAh";"6.0";https://www.thegioididong.com/dtdd/sony-xa1-ultra;"4 nhân 2.3 GHz + 4 nhân 1.6 GHz";"Full HD (1080 x 1920 pixels)";TGDD;"Android Nougat"
50;"Sony Xperia X";6990000;"3 GB";"64 GB";"Snapdragon 650 6 nhân 64-bit";2;"23 MP";"13 MP";"2620 mAh";"5";https://www.thegioididong.com/dtdd/sony-xperia-x;"2 nhân 1.8 GHz và 4 nhân 1.2 GHz";"Full HD (1080 x 1920 pixels)";TGDD;"Android Marshmallow"
51;"Vivo V7+";6990000;"4 GB";"64 GB";"Qualcomm Snapdragon 450 8 nhân 64-bit";2;"16 MP";"24 MP";"3225 mAh";"5.99";https://www.thegioididong.com/dtdd/vivo-v7-plus;"1.8 GHz";"HD+ (720 x 1440 Pixels)";TGDD;"Android Nougat"
52;"Motorola Moto G5S Plus";6990000;"4 GB";"32 GB";"Snapdragon 625 8 nhân 64-bit";3;"2 camera 13 MP";"8 MP";"3000 mAh";"5.5";https://www.thegioididong.com/dtdd/motorola-moto-g5s-plus;"2.0 GHz";"Full HD (1080 x 1920 pixels)";TGDD;"Android Nougat"
53;"OPPO F7 Youth";6490000;"4 GB";"64 GB";"MediaTek Helio P60 8 nhân 64-bit";2;"13 MP";"8 MP";"3410 mAh";"6.0";https://www.thegioididong.com/dtdd/oppo-f7-youth;"2.0 GHz";"Full HD+ (1080 x 2160 Pixels)";TGDD;"ColorOS Android"
54;"OPPO F3 Plus";6490000;"4 GB";"64 GB";"Snapdragon 653 8 nhân 64-bit";3;"16 MP";"16 MP và 8 MP";"4000 mAh";"6.0";https://www.thegioididong.com/dtdd/oppo-f3-plus;"4 nhân 1.95 GHz và 4 nhân 1.40 GHz";"Full HD (1080 x 1920 pixels)";TGDD;"Android Marshmallow"
55;"Sony Xperia XA1 Ultra Pink";6490000;"4 GB";"64 GB";"Mediatek Helio P20";2;"23 MP";"16 MP";"2700 mAh";"6.0";https://www.thegioididong.com/dtdd/sony-xperia-xa1-ultra-pink;"4 nhân 2.3 GHz và 4 nhân 1.7 GHz";"Full HD (1080 x 1920 pixels)";TGDD;"Android Nougat"
56;"Samsung Galaxy J7 Pro";6090000;"3 GB";"32 GB";"Exynos 7870 8 nhân 64-bit";2;"13 MP";"13 MP";"3600 mAh";"5.5";https://www.thegioididong.com/dtdd/samsung-galaxy-j7-pro;"1.6 GHz";"Full HD (1080 x 1920 pixels)";TGDD;"Android Nougat"
57;"Nokia 6 new";5990000;"3 GB";"32 GB";"Qualcomm Snapdragon 630 8 nhân";2;"16 MP";"8 MP";"3000 mAh";"5.5";https://www.thegioididong.com/dtdd/nokia-6-2018;"2.2 GHz";"Full HD (1080 x 1920 pixels)";TGDD;"Android Oreo"
58;"OPPO F5 Youth";5990000;"3 GB";"32 GB";"Mediatek Helio P23 8 nhân 64-bit";2;"13 MP";"16 MP";"3200 mAh";"6.0";https://www.thegioididong.com/dtdd/oppo-f5-youth;"2.5 GHz";"Full HD+ (1080 x 2160 Pixels)";TGDD;"ColorOS Android"
59;"Sony Xperia XA1 Plus";5990000;"4 GB";"32 GB";"Mediatek Helio P20";2;"23 MP";"8 MP";"3430 mAh";"5.5";https://www.thegioididong.com/dtdd/sony-xepria-xa1-plus;"4 nhân 2.3 GHz + 4 nhân 1.6 GHz";"Full HD (1080 x 1920 pixels)";TGDD;"Android Nougat"
60;"Vivo V7";5990000;"4 GB";"32 GB";"Qualcomm Snapdragon 450 8 nhân 64-bit";2;"16 MP";"24 MP";"3000 mAh";"5.7";https://www.thegioididong.com/dtdd/vivo-v7;"1.8 GHz";"HD+ (720 x 1440 Pixels)";TGDD;"Android Nougat"
61;"Mobiistar Prime X Max 2018";5990000;"4 GB";"64 GB";"MediaTek Helio P25 8 nhân";4;"13 MP và 5 MP (2 camera)";"20 MP + 8 MP (2 camera)";"4010 mAh";"6.0";https://www.thegioididong.com/dtdd/mobiistar-prime-x-max-2018;"2.6 GHz";"HD+ (720 x 1440 Pixels)";TGDD;"Android Nougat"
62;"Vivo V5s";5990000;"4 GB";"64 GB";"Mediatek MT6750 8 nhân";2;"13 MP";"20 MP";"3000 mAh";"5.5";https://www.thegioididong.com/dtdd/vivo-1713-v5s;"1.5 GHz";"HD (720 x 1280 pixels)";TGDD;"Funtouch OS nền tảng Android"
63;"Xiaomi Redmi Note 5";5690000;"4 GB";"64 GB";"Qualcomm Snapdragon 636 8 nhân";3;"12 MP và 5 MP (2 camera)";"13 MP";"4000 mAh";"5.99";https://www.thegioididong.com/dtdd/xiaomi-redmi-note-5;"1.8 GHz";"Full HD+ (1080 x 2160 Pixels)";TGDD;"Android Oreo"
64;"Xiaomi Mi A1 64GB";5490000;"4 GB";"64 GB";"Snapdragon 625 8 nhân 64-bit";3;"2 camera 12 MP";"5 MP";"3080 mAh";"5.5";https://www.thegioididong.com/dtdd/xiaomi-mi-a1;"2.0 GHz";"Full HD (1080 x 1920 pixels)";TGDD;"Android Nougat"
65;"Vivo Y69";5490000;"3 GB";"32 GB";"Mediatek MT6750 8 nhân";2;"13 MP";"16 MP";"3000 mAh";"5.5";https://www.thegioididong.com/dtdd/vivo-y69;"1.5 GHz";"HD (720 x 1280 pixels)";TGDD;"Android Nougat"
66;"Samsung Galaxy J6";5290000;"3 GB";"32 GB";"Exynos 7870 8 nhân 64-bit";2;"13 MP";"8 MP";"3000 mAh";"5.6";https://www.thegioididong.com/dtdd/samsung-galaxy-j6;"1.6 GHz";"HD+ (720 × 1480 Pixels)";TGDD;"Android Oreo"
67;"Samsung Galaxy J7 Prime";4990000;"3 GB";"32 GB";"Exynos 7870 8 nhân 64-bit";2;"13 MP";"8 MP";"3300 mAh";"5.5";https://www.thegioididong.com/dtdd/samsung-galaxy-j7-prime;"1.6 GHz";"Full HD (1080 x 1920 pixels)";TGDD;"Android Marshmallow"
68;"Huawei Nova 2i";4990000;"4 GB";"64 GB";"HiSilicon Kirin 659 8 nhân";4;"16 MP và 2 MP (2 camera)";"13 MP và 2 MP";"3340 mAh";"5.9";https://www.thegioididong.com/dtdd/huawei-nova-2i;"4 nhân 2.36GHz + 4 nhân 1.7GHz";"Full HD+ (1080 x 2160 Pixels)";TGDD;"Android Nougat"
69;"OPPO A83";4990000;"3 GB";"32 GB";"Mediatek Helio P23 8 nhân 64-bit";2;"13 MP";"8 MP";"3180 mAh";"5.7";https://www.thegioididong.com/dtdd/oppo-a83;"2.5 GHz";"HD+ (720 x 1440 Pixels)";TGDD;"Android Nougat"
70;"Nokia 6";4990000;"3 GB";"32 GB";"Qualcomm Snapdragon 430 8 nhân 64 bit";2;"16 MP";"8 MP";"3000 mAh";"5.5";https://www.thegioididong.com/dtdd/nokia-6;"1.4 GHz";"Full HD (1080 x 1920 pixels)";TGDD;"Android Nougat"
